Order ID,Branch Location,Business Name,Is Deleted,Item ID,Item Name,Item Price,Order Item Number,Item Status,Packed Quantity,Quantity,Total Price,Order Date,Order Region,Order Local Area
4672,Lagos,Generic Stores,FALSE,60a7b0242498ec1dd380508c,Golden Penny Spaghetti - 500g,4950,MLPLOCN1FAHUIYK50S0W9YUQ,Cancelled,1,1,4950,5/31/2021,Lagos,Ifako-Ijaye
4672,Lagos,MUL,FALSE,6076c792a6000742949a819c,DANO COOLCOW SACHET - 12X380g,3392.75,ML1DN3SZT8R02DKKNKBLXDXA,Cancelled,2,2,6785.5,5/31/2021,Lagos,Ifako-Ijaye
4671,Lagos,MUL,FALSE,6076c792a6000742949a819c,DANO COOLCOW SACHET - 12X380g,3392.75,ML2UMJU6I2P0O958PKZ9AMDQ,Cancelled,1,1,3392.75,5/31/2021,Lagos,Ifako-Ijaye
4670,Lagos,TDILIFE  ,FALSE,608045d069c51b4e80e70343,HOLLANDIA EVAP MILK FULL CREAM 60g X 48,3370,MLDFDZKVPFV0SHDGGA2KFNRG,Delivered,1,1,3370,5/31/2021,Lagos,Ifako-Ijaye
4670,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLFLBFFM0O5UAS0MROFAL0QA,Cancelled,1,1,4845,5/31/2021,Lagos,Ifako-Ijaye
4670,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,ML39SRTWZAW0QRQZCVEUBCGW,Delivered,1,1,2760,5/31/2021,Lagos,Ifako-Ijaye
4669,Lagos,MUL,FALSE,6076c792a6000742949a819c,DANO COOLCOW SACHET - 12X380g,3392.75,ML2O0EB2MZNKSXAPFEKGG0JW,Cancelled,2,2,6785.5,5/31/2021,Lagos,Ifako-Ijaye
4669,Lagos,Generic Stores,FALSE,60a7b0242498ec1dd380508c,Golden Penny Spaghetti - 500g,4950,MLJG03AA1NG0Y1EZBKFH88SG,Cancelled,1,1,4950,5/31/2021,Lagos,Alimosho
4668,Lagos,TDILIFE  ,FALSE,60b0cef62498ec1dd3805329,CHIVITA HAPPY HOUR - 150MLX24,1076.25,ML03X81AHZV026P0L0BCTSLW,Cancelled,1,1,1076.25,5/31/2021,Lagos,Alimosho
4668,Lagos,TDILIFE  ,FALSE,60b4d9352498ec1dd38053b6,CHIVITA ACTIVE 1LX10,4253.75,MLL1NIQOQDTEMWTIE07D20JW,Cancelled,1,1,4253.75,5/31/2021,Lagos,Alimosho
4668,Lagos,TDILIFE  ,FALSE,60b4d9eb2498ec1dd38053b8,CHIVITA 1LX10,4920,MLNDJBI92KIEWESYIVKFAVEA,Cancelled,1,1,4920,5/31/2021,Lagos,Alimosho
4667,Lagos,TDILIFE  ,FALSE,60b4f2102498ec1dd38053e5,HOLLANDIA YOGHURT  1tr X 10,5535,MLWMACGQNNSUQ9JNZYCS0GYA,Cancelled,1,1,5535,5/31/2021,Lagos,Surulere
4667,Lagos,TDILIFE  ,FALSE,60b4e2952498ec1dd38053ca,HAPPY HOUR SAFARI180ml X 24,999.38,MLRQ4ZJSUJBU6WP21XFM3JWA,Cancelled,1,1,999.38,5/31/2021,Lagos,Surulere
4667,Lagos,TDILIFE  ,FALSE,60b4db5e2498ec1dd38053ba,CHI EXOTIC JUICE 1LX10,4253.75,MLEUYLMPA0EEUE8COVH17ABW,Cancelled,1,1,4253.75,5/31/2021,Lagos,Mushin
4666,Lagos,Tripple P Dazzled,FALSE,60ab84412498ec1dd38050f5,Milo Refill Pack - 450g,11200,MLSQJPOMUNJEESTAYVFT9DLG,Delivered,1786,1786,20003200,5/31/2021,Lagos,Oshodi-Isolo
4665,Lagos,Farmer First,FALSE,6066180969c51b4e80e6f423,Cashew Nut,485000,MLCMJJ1V1WSUMHLHQAFDNMOW,Delivered,30,30,14550000,5/31/2021,Lagos,Oshodi-Isolo
4664,Lagos,Mercy & Honey Ventures,FALSE,604a4e0af77d7250766fed6b,PEAK FILLED EVAPORATED 24 X 160G,4800,MLIK986WQYSKAFA0M89SOVFQ,Cancelled,1,1,4800,5/31/2021,Lagos,Oshodi-Isolo
4664,Lagos,Renuzi Ventures,FALSE,5fbbadadcc62feba7ebd424a,Axe Body Spray Black,950,MLOYF0DPGLR0G7LTOG5NME5A,Cancelled,1,1,950,5/31/2021,Lagos,Alimosho
4664,Lagos,Generic Stores,FALSE,60a7b0242498ec1dd380508c,Golden Penny Spaghetti - 500g,4950,MLSM5LFJDGWUYKCUAJAFDI7W,Cancelled,1,1,4950,5/31/2021,Lagos,Oshodi-Isolo
4663,Lagos,Renuzi Ventures,FALSE,5fc8be073262da995e0d1a0c,COWBELL 12G X 250,7534,MLFIHIQ4LA4EAYLGWQEY5J5G,Delivered,1,1,7534,5/31/2021,Lagos,Oshodi-Isolo
4663,Lagos,MUL,FALSE,6076c792a6000742949a8148,INDOMIE ONION CHICKEN - 70gx40,2703,MLTKQZ43DJSUS0VKGJGURESA,Delivered,1,1,2703,5/31/2021,Lagos,Ojo
4662,Lagos,Renuzi Ventures,FALSE,6062d34069c51b4e80e6f2e4,Close Up Ever Fresh Red Hot 140g,14000,MLQYHQLAUXNE6VRTCTWXAAPG,Delivered,1,1,14000,5/31/2021,Lagos,Oshodi-Isolo
4661,Lagos,Renuzi Ventures,FALSE,5fc8be073262da995e0d1a1f,LOYA PLAIN 14G X 200,10450,MLT1VULFXAUK00CIUOFOSF6G,Delivered,1,1,10450,5/31/2021,Lagos,Oshodi-Isolo
4660,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,MLUPBB0U9Q9U6LPVFJDWXIZG,Cancelled,1,1,2760,5/31/2021,Lagos,Oshodi-Isolo
4660,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLXFDD3CEWRKK52OI9TWGSOW,Delivered,1,1,9150,5/31/2021,Lagos,Oshodi-Isolo
4659,Lagos,TDILIFE  ,FALSE,608044f869c51b4e80e7032c,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLSXI31T0P5EOCFP5MIHUNMQ,Cancelled,1,1,2605,5/31/2021,Lagos,Oshodi-Isolo
4659,Lagos,Renuzi Ventures,FALSE,6017191e09e73f2f7a598bd8,Knorr Chicken BTF 17x50x8g ,9450,MLSV9T5CKRRUQSYJZLC6XANW,Delivered,1,1,9450,5/31/2021,Lagos,Oshodi-Isolo
4658,Lagos,MUL,FALSE,6076c792a6000742949a814c,INDOMIE REGULAR CHICKEN - 70gx40,2295,MLT7LI7TKVXKOZQXS4ZFVPEG,Delivered,1,1,2295,5/31/2021,Lagos,Oshodi-Isolo
4658,Lagos,MUL,FALSE,6076c792a6000742949a8158,DANO COOLCOW SACHET -  260 X 12G,8364,MLE0ZIW2VS9KIOXB3V0HU7LA,Delivered,1,1,8364,5/31/2021,Lagos,Oshodi-Isolo
4657,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,ML07WTIZPKLUMCRBQY4CMZUQ,Delivered,4,4,11040,5/31/2021,Lagos,Oshodi-Isolo
4656,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,MLV07GK2A7FKI3P0RGDQP9OW,Delivered,4,4,11040,5/31/2021,Lagos,Oshodi-Isolo
4655,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,ML000EPWGXBK6YRKAEP7YUAG,Delivered,20,20,183000,5/31/2021,Lagos,Oshodi-Isolo
4654,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLAS0BRREFDU2VGE0OD645WQ,Delivered,140,140,1281000,5/31/2021,Lagos,Oshodi-Isolo
4653,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLASBBCWIC2UGJEAF0UIRQSW,Delivered,30,30,274500,5/31/2021,Lagos,Oshodi-Isolo
4653,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLI6DFEHD9MEGAY0LAZTGRWQ,Delivered,30,30,274500,5/31/2021,Lagos,Oshodi-Isolo
4652,Lagos,MUL,FALSE,6076c792a6000742949a819c,DANO COOLCOW SACHET - 12X380g,3392.75,MLUPIJSCBJV0YUCDMOEHT7NQ,Cancelled,5,5,16963.75,5/30/2021,Lagos,Alimosho
4651,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLM000D6IPM0UU9FUEKTGXPW,Cancelled,2,2,9690,5/30/2021,Lagos,Alimosho
4651,Lagos,MUL,FALSE,6076c792a6000742949a819c,DANO COOLCOW SACHET - 12X380g,3392.75,MLIUIDBHT0D0KOGEIPCCXIPW,Cancelled,1,1,3392.75,5/30/2021,Lagos,Alimosho
4650,Lagos,Tripple P Dazzled,FALSE,60ab84412498ec1dd38050f5,Milo Refill Pack - 450g,11200,MLFMP48PMX9EYFMQUZT1JJCA,Delivered,1172,1172,13126400,5/30/2021,Lagos,Oshodi-Isolo
4649,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,ML60GAB7API0EXNGNTU0NTQW,Cancelled,2,2,9690,5/30/2021,Lagos,Oshodi-Isolo
4649,Lagos,MUL,FALSE,6076c792a6000742949a819c,DANO COOLCOW SACHET - 12X380g,3392.75,MLG972LK2QG06VAUL99B4UEA,Cancelled,1,1,3392.75,5/30/2021,Lagos,Oshodi-Isolo
4648,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLJ6F0IAI3EKWENWMTCKLH1A,Cancelled,3,3,14535,5/30/2021,Lagos,Oshodi-Isolo
4647,Lagos,Deeski Store Limited,FALSE,6098fc342498ec1dd3804e8f,Nestle Milo - 20g,9170,MLQDPK000TAUESVIFPABVPAA,Delivered,1,1,9170,5/30/2021,Lagos,Oshodi-Isolo
4647,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,ML29F0ZM9YAE0KNWCKCSWCFA,Packed,1,1,2760,5/30/2021,Lagos,Oshodi-Isolo
4646,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLXWI0O8XE7ECASH49D0OD8A,Delivered,4,4,36600,5/30/2021,Lagos,Oshodi-Isolo
4645,Lagos,MUL,FALSE,6076c792a6000742949a819c,DANO COOLCOW SACHET - 12X380g,3392.75,ML7HCMP0AED0K5JB7V7MXKOG,Cancelled,4,4,13571,5/30/2021,Lagos,Oshodi-Isolo
4644,Lagos,Renuzi Ventures,FALSE,5fbbadadcc62feba7ebd4254,Brut Body Spray Original 200ml,950,MLKCSR4SITSKY0KVFU70WYPW,Cancelled,1,1,950,5/30/2021,Lagos,Oshodi-Isolo
4644,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLYYAZQQKYWECCKRZNLJ1CMA,Cancelled,2,2,9690,5/30/2021,Lagos,Oshodi-Isolo
4643,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLWMEM6NPRFKEU33NKOXHBYW,Delivered,1,1,9150,5/30/2021,Lagos,Oshodi-Isolo
4643,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLJTTT0H04N0OIZU0FTCNCPA,Cancelled,1,1,4845,5/30/2021,Lagos,Ifako-Ijaye
4642,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,ML0AZ1LQ9CAUKZ8VXBBOSLOG,Cancelled,1,1,4845,5/30/2021,Lagos,Ifako-Ijaye
4642,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,ML1NAV6IL2KEO040UM09VQCA,Delivered,1,1,9150,5/30/2021,Lagos,Ifako-Ijaye
4641,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLKZPRJBD3LES0RWCVW73MFQ,Delivered,50,50,457500,5/29/2021,Lagos,Ifako-Ijaye
4641,Lagos,Renuzi Ventures,FALSE,5fc8be073262da995e0d1a1f,LOYA PLAIN 14G X 200,10450,MLIZO4OSEX1EAHBSJN900JRG,Delivered,40,40,418000,5/29/2021,Lagos,Oshodi-Isolo
4640,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLZNFB64HFR0IQKRZX9FUMKQ,Delivered,10,10,91500,5/29/2021,Lagos,Ifako-Ijaye
4639,Lagos,Generic Stores,FALSE,609e9e4b2498ec1dd3804f72,Closeup Everfresh Red Hot - 140g,14500,MLYYP8TNH7DKMDU6BEXWAYQA,Cancelled,1,1,14500,5/29/2021,Lagos,Ifako-Ijaye
4638,Lagos,Renuzi Ventures,FALSE,5fc8be073262da995e0d1a12,COWBELL CHOCO 22.5G SACHET 12 X 250,8405,MLIEHLNGMMNU6E7AH0NIID0W,Cancelled,5,5,42025,5/29/2021,Lagos,Ifako-Ijaye
4637,Lagos,Mercy & Honey Ventures,FALSE,604a4e0af77d7250766fed6b,PEAK FILLED EVAPORATED 24 X 160G,4800,MLC0PSKKB7T0YFPX80VO8KHW,Cancelled,1,1,4800,5/29/2021,Lagos,Oshodi-Isolo
4636,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLYR4SSBWYUK689E3GBYOKNG,Cancelled,5,5,45750,5/29/2021,Lagos,Ifako-Ijaye
4635,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLDE9VBHCH20E3Q1BJ1CZUCG,Delivered,5,5,24225,5/29/2021,Lagos,Ifako-Ijaye
4635,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,MLSYPGZHBMPUGYBFVHTGRUNW,Delivered,5,5,13800,5/29/2021,Lagos,Ifako-Ijaye
4634,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,MLTVWI0USWZ0CQVQFICYSI9A,Delivered,15,15,41400,5/29/2021,Lagos,Ifako-Ijaye
4633,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLDN3VL6AYTUOBHFPGTD8WRW,Delivered,5,5,24225,5/29/2021,Lagos,Oshodi-Isolo
4632,Lagos,Generic Stores,FALSE,60783ce4a6000742949a8252,Nasco Cornflakes - 350g,6500,MLOCMNH9PZKUCC0BNI9XUZFA,Cancelled,1,1,6500,5/29/2021,Lagos,Oshodi-Isolo
4631,Lagos,Stella olasebikan Trading Stores,FALSE,60ae3d8dde580f555576d1b3,Three Crowns Powder Sac - 210x12g,10000,MLQD05MZIEJ0WHBMLCA0V0KA,Cancelled,2,2,20000,5/29/2021,Lagos,Ifako-Ijaye
4630,Lagos,TDILIFE  ,FALSE,608044f869c51b4e80e7032c,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,ML9F30F2SC7K03FUFWG2Z1XQ,Cancelled,5,5,13025,5/29/2021,Lagos,Ifako-Ijaye
4629,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,ML4VSYZ06050KTKCF1LS3LSQ,Delivered,5,5,13800,5/29/2021,Lagos,Ifako-Ijaye
4628,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,ML8ODCR2TJGKWVHUWFL5R89W,Delivered,5,5,24225,5/29/2021,Lagos,Oshodi-Isolo
4627,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLLZPGIBAE0KCIUII9IOL0YG,Cancelled,3,3,14535,5/29/2021,Lagos,Oshodi-Isolo
4626,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLSUVENFERQUQPB0TEQTNG7A,Delivered,5,5,24225,5/29/2021,Lagos,Ifako-Ijaye
4625,Lagos,MUL,FALSE,6076c792a6000742949a8185,KELLOGG'S COCO POPS MONO CARTON - 10X450G,3198,MLO0D0W0GC1UCPYWPETR4KPG,Cancelled,1,1,3198,5/29/2021,Lagos,Ifako-Ijaye
4624,Lagos,Renuzi Ventures,FALSE,5fc8be073262da995e0d1a1f,LOYA PLAIN 14G X 200,10450,MLO4JWP2MP6EQJLHWXYDZIIW,Delivered,1,1,10450,5/29/2021,Lagos,Oshodi-Isolo
4623,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLLOUOWOA6AEU1TOQURSKYZW,Cancelled,4,4,19380,5/29/2021,Lagos,Ikeja Division
4622,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,ML6TTEPPTMCKKNFAIZNA7PQG,Delivered,20,20,55200,5/29/2021,Lagos,Oshodi-Isolo
4621,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,MLWMZKV9IIGEAKYCX9QRIDTW,Delivered,20,20,55200,5/29/2021,Lagos,Ikeja Division
4620,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,ML0I4UKGWFIE0RCQSGELZD5G,Cancelled,3,3,14535,5/29/2021,Lagos,Ifako-Ijaye
4619,Lagos,Renuzi Ventures,FALSE,5fc8be073262da995e0d1a24,MIKSI PLAIN - 350G X 12,9020,MLJML9ZXQIVKIF7RP6IZKPKA,Cancelled,1,1,9020,5/29/2021,Lagos,Alimosho
4619,Lagos,Renuzi Ventures,FALSE,5fbbadadcc62feba7ebd422a,LUX SOFT CARESS 3P 65G,8600,ML5FBZ0GNHD0OISNSZTPB7JG,Delivered,2,2,17200,5/29/2021,Lagos,Ikeja Division
4618,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,MLSZ4XEL5TT0OK94AICCE0HW,Delivered,5,5,13800,5/29/2021,Lagos,Ifako-Ijaye
4618,Lagos,Renuzi Ventures,FALSE,6062d34069c51b4e80e6f2e4,Close Up Ever Fresh Red Hot 140g,14000,MLDTDIMLVXP0ATQAZ5SIFJZA,Delivered,1,1,14000,5/29/2021,Lagos,Ifako-Ijaye
4617,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLN0LJMN45BUOYRK3G1QUOXG,Delivered,2,2,18300,5/29/2021,Lagos,Alimosho
4617,Lagos,TDILIFE  ,FALSE,608042a469c51b4e80e702f7,HOLLANDIA EVAP MILK FULL CREAM 190g X 24,4845,MLKBD8OMHXB00WAMNK0FICMW,Delivered,5,5,24225,5/29/2021,Lagos,Ifako-Ijaye
4617,Lagos,Ecopeaks Limited,FALSE,60664e6069c51b4e80e6f435,Golden Morn 900g ,8000,MLWX1ZX2K86EMIAV6ZI4YIKG,Delivered,1,1,8000,5/29/2021,Lagos,Ifako-Ijaye
4616,Lagos,TDILIFE  ,FALSE,608043c969c51b4e80e70314,HOLLANDIA EVAP MILK FULL CREAM 120g X 24,2760,MLOC01J6OREUYOAX9OTWFB6G,Cancelled,5,5,13800,5/29/2021,Lagos,Ifako-Ijaye
4615,Lagos,MUL,FALSE,6076c792a6000742949a81ef,MIMEE NOODLES CHICKEN FLAVOUR SACHETS - 100gX40,1435,MLKTHR4HGWF06NRLLA9SYIQG,Cancelled,2,2,2870,5/29/2021,Lagos,Ifako-Ijaye
4615,Lagos,TDILIFE  ,FALSE,608045d069c51b4e80e70343,HOLLANDIA EVAP MILK FULL CREAM 60g X 48,3370,MLGI48CFID7EORZ3FD639LUA,Cancelled,1,1,3370,5/29/2021,Lagos,Ifako-Ijaye
4614,Lagos,Deeski Store Limited,FALSE,6080453869c51b4e80e70333,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLLM3C8WCPLEOHU0UFDDTFMA,Cancelled,2,2,5210,5/29/2021,Lagos,Ifako-Ijaye
4613,Lagos,Deeski Store Limited,FALSE,6080453869c51b4e80e70333,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLAC77ENHPRKAON0D0HPF7QQ,Cancelled,3,3,7815,5/29/2021,Lagos,Alimosho
4612,Lagos,Deeski Store Limited,FALSE,6080453869c51b4e80e70333,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLPP0XPX2HP0E0QCLUU3GWIG,Cancelled,4,4,10420,5/29/2021,Lagos,Ifako-Ijaye
4611,Lagos,Deeski Store Limited,FALSE,6080453869c51b4e80e70333,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLT0VYJFEGEUMGX1GPWT0FLA,Cancelled,5,5,13025,5/29/2021,Lagos,Ifako-Ijaye
4610,Lagos,Deeski Store Limited,FALSE,6080453869c51b4e80e70333,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLPGL7P0ZBZUOMW0L6HI67EW,Cancelled,5,5,13025,5/29/2021,Lagos,Ikeja Division
4609,Lagos,Deeski Store Limited,FALSE,6080453869c51b4e80e70333,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLPQGMPFVWZ02FZZAGITPQNA,Cancelled,5,5,13025,5/29/2021,Lagos,Ikeja Division
4608,Lagos,Deeski Store Limited,FALSE,6080453869c51b4e80e70333,HOLLANDIA EVAP MILK 120g X 24 SLIM,2605,MLVWGV8SJCNUM9MYNJSYTIHQ,Cancelled,5,5,13025,5/29/2021,Lagos,Ifako-Ijaye
4607,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLL51DDOPIX0Q3PGMJGU9BVA,Delivered,60,60,549000,5/29/2021,Lagos,Ifako-Ijaye
4606,Lagos,Mercy & Honey Ventures,FALSE,604a085769c51b4e80e6e1c6,Peak Refill 360G,16000,ML0MBT1XSABEWC7SSAUQH0IQ,Cancelled,1,1,16000,5/28/2021,Lagos,Ifako-Ijaye
4605,Lagos,Deeski Store Limited,FALSE,6095109369c51b4e80e71d39,DANGOTE REFINED IODIZED SALT - 500g,3000,MLL045ERX8BEGWUMYQ13R3VW,Cancelled,1,1,3000,5/28/2021,Lagos,Ikeja Division
4605,Lagos,Renuzi Ventures,FALSE,5fc8be073262da995e0d1a32,ONGA POWDER 6G STEW,2750,MLM6D071WLMUALPC40DH0BMW,Cancelled,1,1,2750,5/28/2021,Lagos,Ikeja Division
4605,Lagos,Renuzi Ventures,FALSE,5fbbadadcc62feba7ebd423d,ROYCO BEEF MANDARA 4G,7100,MLA1OE60YBK0EFJPXDIVI77Q,Cancelled,1,1,7100,5/28/2021,Lagos,Alimosho
4604,Lagos,Mercy & Honey Ventures,FALSE,604f36d6b66cb5033cf457c9,PEAK 123 POUCH 12 X 400G,14248,MLGBA80Q5WVEOSHN0JBF9FJA,Delivered,1,1,14248,5/28/2021,Lagos,Alimosho
4603,Lagos,Stella olasebikan Trading Stores,FALSE,60ae3d8dde580f555576d1ab,Three Crowns Evapourated Milk Reg Can - 48x160g,10500,MLC8RC7L49GU61RNALS0FSDA,Cancelled,1,1,10500,5/28/2021,Lagos,Oshodi-Isolo
4602,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLTTJJDTS0GKYZTP2CAVYGGG,Delivered,100,100,915000,5/28/2021,Lagos,Oshodi-Isolo
4601,Lagos,Renuzi Ventures,FALSE,6025869609e73f2f7a59aea7,Knorr Beef 17x50x8g ,9280,ML98MV5GKRUU0C04Q5ZL5WBA,Cancelled,2,2,18560,5/28/2021,Lagos,Oshodi-Isolo
4600,Lagos,Renuzi Ventures,FALSE,6017191e09e73f2f7a598bd8,Knorr Chicken BTF 17x50x8g ,9450,MLV3MVMUXPX0SUJTJF3TL0IG,Cancelled,3,3,28350,5/28/2021,Lagos,Oshodi-Isolo
4599,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLKODW0UETOUW5MVEFXNVKEW,Cancelled,10,10,40200,5/28/2021,Lagos,Oshodi-Isolo
4598,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,ML8T5VHOVNYUOZMAFJQBUHLQ,Delivered,40,40,366000,5/28/2021,Lagos,Oshodi-Isolo
4597,Lagos,Tripple P Dazzled,FALSE,606c7b1069c51b4e80e6f6a0,Milo Sachet - 20g,9150,MLEPFPQLNVTK2BPJX7VCYF8G,Delivered,50,50,457500,5/28/2021,Lagos,Oshodi-Isolo
4596,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLWW7SZJGOOEUAJB05H5GCJG,Cancelled,5,5,20100,5/28/2021,Lagos,Oshodi-Isolo
4595,Lagos,Tripple P Dazzled,FALSE,60ab84412498ec1dd38050f5,Milo Refill Pack - 450g,11200,MLA0AGTZV0K020ONY1F8WKVG,Delivered,2400,2400,26880000,5/28/2021,Lagos,Oshodi-Isolo
4594,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLT9VURQLHTE2ITESW2JITFA,Cancelled,10,10,40200,5/28/2021,Lagos,Oshodi-Isolo
4593,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLSJBX6HBKSKUQUX2PML5AFW,Cancelled,15,15,60300,5/28/2021,Lagos,Oshodi-Isolo
4592,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLYPEDCIVK2E0YX0ZU0WKIOA,Cancelled,10,10,40200,5/28/2021,Lagos,Oshodi-Isolo
4591,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLQ3BS7HCKFE6CQTRDRJKB5Q,Cancelled,10,10,40200,5/28/2021,Lagos,Oshodi-Isolo
4590,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLHYAA26Y7IK0VUNAHASNY0G,Cancelled,5,5,20100,5/28/2021,Lagos,Oshodi-Isolo
4589,Lagos,Mercy & Honey Ventures,FALSE,604a2127f77d7250766fed68,3CROWNS EVAPORATED -TIN 24 X 160g,4020,MLNYVACYRSO0KFTSZBGWP2MA,Cancelled,5,5,20100,5/28/2021,Lagos,Oshodi-Isolo
